Year,Round,Paper,Score,Rank,Category,Offers
2023,Round 4,CS,686,530,GEN,IIT Mandi CSE TA
2023,Round 4,CS,684,543,OBC,IIT Kanpur CS(Cyber security) TA
2023,Round 4,CS,682,543,GEN,"IIT Delhi Robotics, IIT ISM Dhanbad CS, IIT Patna CS, IIT Kanpur Cognitive Systems"
2023,Round 4,CS,682,543,GEN,ISM Dhanbad CSE
2023,Round 4,CS,682,543,EWS,"Iit BHU IOT , Iit kgp RE"
2023,Round 4,CS,682,543,GEN,"Iit gandhinagar , Nii"
2023,Round 4,CS,679,568,GEN,IIT PATNA CSE
2023,Round 4,CS,679,568,OBC,"Iit B MS TA, IIT kgp, IIT Guwahati"
2023,Round 4,CS,679,568,OBC,"IIT kharagpur , IIT Guwahati"
2023,Round 4,CS,671,608,GEN,IIT Patna CSE TA
2023,Round 4,CS,667,640,GEN,"IIT Madras (3 years), IIT ISM Dhanbad (TA), IIT Hyderabad (3 years)"
2023,Round 4,CS,667,640,OBC,"IIT BHU AI, IIT Delhi Ctech TA, IIT Delhi CSE HVA (3yrs)"
2023,Round 4,CS,664,662,OBC,IIT Kharagpur Technology innovation and Entrepreneurship
2023,Round 4,CS,664,662,GEN,"IIT Jammu CS, IIT Patna AI, IIT Tirupati CS"
2023,Round 4,CS,660,689,GEN,"IIT ISM Dhanbad Data Analytics, IIT Patna Artificial Intelligence"
2023,Round 4,CS,660,689,OBC,IIT Delhi Computer Technology
2023,Round 4,CS,660,689,OBC,"IIT Delhi Minds, IIT H NIS(round 3)"
2023,Round 4,CS,656,716,EWS,IIT Dhanbad DataAnalytics
2023,Round 4,CS,652,744,GEN,IIT bhilai cs(retainded from round 2)
2023,Round 4,CS,652,744,OBC,"IIT Indore , IIT Roorkee (mathematics and scientific computing)"
2023,Round 4,CS,652,744,EWS,IIT(ISM) Dhanbad
2023,Round 4,CS,649,774,OBC,"IIT Ropar (Retained from R3), IIT Mandi"
2023,Round 4,CS,641,834,OBC,IIT Patna CSE (Retained from round 3)
2023,Round 4,CS,637,860,GEN,"IIT Jammu CSE (2 YearsTA), IIT Bhilai CSE (TA)"
2023,Round 4,CS,634,905,OBC,"IIT patna cse, IIT patna AI"
2023,Round 4,CS,634,905,OBC,"IIT Kharagpur Technology Innovation and Entrepreneurship (RJ), IIT Patna (retained from round 3)"
2023,Round 4,CS,630,938,GEN,IIT Palakkad Computing and Mathematics (MTCM)
2023,Round 4,CS,630,938,OBC,"IIT ISM Dhanbad cs (retained from round 2), IIT Kharagpur Technology Innovation and Entrepreneurship (RJ), IIT Patna cs, IIT Ropar cs"
2023,Round 4,CS,630,938,GEN,IIT JAMMU
2023,Round 4,CS,626,983,GEN,IIT Bhilai CSE TA
2023,Round 4,CS,626,983,GEN,IIT Bhilai CSE (TA)
2023,Round 4,CS,626,983,OBC,"IIT-ISM DHANBAD CSE(Retained from Round 3), IIT ROPAR CSE"
2023,Round 4,CS,618,1063,EWS,"IIT Tirupati CSE, IIT Jammu CSE"
2023,Round 4,CS,607,1169,OBC,"IIT ISM Dhanbad CSE, IIT ISM Dhanbad DA"
2023,Round 4,CS,603,1210,GEN,IIT Jammu CSE ( 3 years)
2023,Round 4,CS,603,1210,OBC,Iit dhanbad mtech cse
2023,Round 4,CS,592,1349,EWS,IIT Tirupati
2023,Round 4,CS,592,1349,EWS,IIT Tirupati
2023,Round 4,CS,585,1463,OBC,"IIT jammu 2 years (retained from 3rd round), IIT tirupati"
2023,Round 4,CS,577,1594,OBC,Iit tirupati cse
2023,Round 4,CS,573,1646,OBC,"IIT Palakkad DS, IIT Bhilai CSE (Retained from R2)"
2023,Round 4,CS,573,1646,OBC,"Nill, Nill, IIT Patna M&C, IIT Patna M&C"
2023,Round 4,CS,573,1646,OBC,IIT Jammu 2 years
2023,Round 4,CS,573,1646,OBC,IIT Patna MnC
2023,Round 4,CS,573,1646,EWS,IIT Kanpur Unmanned Aerial System/Autonomy
2023,Round 4,CS,562,1809,OBC,IIT Bhubaneswar
2023,Round 4,CS,558,1857,OBC,"Patna MNC, N, N, N, N, N, N, N, N, N"
2023,Round 4,CS,565,1891,OBC,IIT Palakkad Computing and Mathematics (MTCM)
2023,Round 4,CS,551,1973,SC,"IIT HYD, IIT DELHI, IIT KGP, IIT MADRAS, IIT ROORKEE, IIT KANPUR(Cyber Security)"
2023,Round 4,CS,547,2042,OBC,"-, -, -, IIT JODHPUR Augmented Reality and Virtual Reality (AR&VR)"
2023,Round 4,CS,532,2337,SC,"IIT KANPUR CSE, IIT ROORKEE Data science, IIT GUWAHATI CSE"
2023,Round 4,CS,521,2569,SC,"IIT Bombay MS TA, IIT Delhi Computer Technology , IIT Kanpur CSE"
2023,Round 4,CS,477,3600,SC,"IIT Patna AI (from Round 3), IIT Ropar AI, IIT Gandhinagar CSE"
2023,Round 4,CS,431,5413,SC,IIT Bhubaneswar
2023,Round 4,CS,427,5590,SC,"IIT Patna MnC, IIT Patna VLSI, IIT Kharagpur Medical Imaging and Informatics, IIT Dhanbad Industial Engineering"
2023,Round 4,CS,412,6322,ST,IIT Delhi Computer Technology
2023,Round 5,CS,803,135,GEN,"IIT Hydrabad CSE, IIT Madras CSE HTTA"
2023,Round 5,CS,799,139,GEN,"IIT Bombay MS TA, IIT Madras Mtech CSE HTTA"
2023,Round 5,CS,787,156,GEN,"IIT KANPUR CSE (Retained from Round 3), IIT GUWAHATI Data Science, IIT Hyderabad CSE"
2023,Round 5,CS,784,170,GEN,"IIT Bombay MS TA in CS (retained from round 3), IIT Hyderabad CSE, IIT Guwahati DS"
2023,Round 5,CS,776,186,GEN,IIT KGP CS
2023,Round 5,CS,776,186,GEN,IIT KHARAGPUR CSE
2023,Round 5,CS,776,186,GEN,IIT Kgp (Retained from prev. Rounds)
2023,Round 5,CS,761,219,GEN,IIT Kharagpur CSE (retained from round 4)
2023,Round 5,CS,761,219,GEN,IIT KGP CSE
2023,Round 5,CS,757,229,GEN,"IIT Kharagpur CS (retained from 4th round), IIT Roorkee CS, IIT Delhi Computer Technology"
2023,Round 5,CS,757,229,EWS,IITM CSE TA(Retained from round 4)
2023,Round 5,CS,754,239,GEN,"iit bombay ms ta, iit kgp cse ta, iit roorkee cse ta"
2023,Round 5,CS,746,262,GEN,"IIT Kharagpur CSE TA, IIT Roorkee CSE TA, IIT Guwahati CSE TA (Retained from Round 4)"
2023,Round 5,CS,746,262,EWS,IIT K(retained from R4)
2023,Round 5,CS,745,262,EWS,IIT Kanpur (Retained from round 3)
2023,Round 5,CS,743,271,GEN,"IIT GUWAHATI CSE, IIT ROORKEE CSE, IIT DELHI CYVER SECURITY"
2023,Round 5,CS,742,271,GEN,IIT roorke cse TA
2023,Round 5,CS,742,271,OBC,IIT DELHI TA
2023,Round 5,CS,742,271,GEN,"Iit guwahati ( retained 4 ), Iit roorkee"
2023,Round 5,CS,739,286,GEN,"IIT Delhi JCS(Retained from Round 4), IIT Guwahati CSE, IIT Roorkee AI"
2023,Round 5,CS,739,286,EWS,IIT Kanpur CSE (Retained from round 3 and 4)
2023,Round 5,CS,739,286,GEN,"IIT Roorkee Mtech Cse TA, IIT Guwahati Mtech Cse TA"
2023,Round 5,CS,735,299,GEN,"IIT Guwhati CSE TA, IIT Kharagpur Embedded Controls and software"
2023,Round 5,CS,735,299,EWS,IIT K CSE
2023,Round 5,CS,731,315,GEN,IIT G M.TECH CSE
2023,Round 5,CS,724,339,GEN,IITG CSE
2023,Round 5,CS,724,339,GEN,"Iit delhi cse hva, Iit delhi cybersecurity, Iit roorkee mnc, Iit hyderabad nis"
2023,Round 5,CS,724,339,GEN,IIT H NIS
2023,Round 5,CS,749,343,GEN,"IITG CSE, IIT KGP CSE, IITD Cyber Security"
2023,Round 5,CS,720,352,GEN,IIT KGP Technology Entrepreneurship and Innovation
2023,Round 5,CS,720,352,EWS,"IITH CSE, IITK CSE, IITR CSE, IITM CL1Y"
2023,Round 5,CS,720,352,OBC,IIT Delhi CSE TA (retained from round 4)
2023,Round 5,CS,720,352,OBC,IIT MADRAS CSE
2023,Round 5,CS,720,352,OBC,IIT Madras (retained from round 4)
2023,Round 5,CS,720,352,GEN,IITH NIS(Retained from round 4)
2023,Round 5,CS,709,405,EWS,"IIT Guwahati, IIT Kanpur, IIT Kgp"
2023,Round 5,CS,709,405,OBC,"IIT Madras CSE TA (CS1Y) Retained from round 4, IIT Guwahati Data Science"
2023,Round 5,CS,709,405,GEN,"IIT BHU AI - CS (new offer), IITD Cybersecurity (retained from R3)"
2023,Round 5,CS,701,448,GEN,"IIT Ropar CSE, IIT BHU CS-IOT"
2023,Round 5,CS,701,448,EWS,"IIT kanpur cyber, IIT hyderabad nis, IIT roorkee applied mathematics & scientific computing"
2023,Round 5,CS,701,448,GEN,IIT roapr retained from round 3
2023,Round 5,CS,701,448,GEN,"IIT D Cybersecurity (Retained from Round 4), IIT BHU CS-IOT"
2023,Round 5,CS,697,460,OBC,"IIT Madras, IIT Roorkee"
2023,Round 5,CS,697,460,GEN,IIT ISM DHANBAD CSE
2023,Round 5,CS,694,484,GEN,"iit ropar , iit ism dhanbad, iit gandhinagar"
2023,Round 5,CS,690,507,GEN,IIT Delhi Robotics
2023,Round 5,CS,690,507,GEN,"IIT gandhinagar cse mtech, IIT Dhanbad cse mtech"
2023,Round 5,CS,686,530,GEN,"IIT Gandhinagar CSE (Research in Computer Systems) , IIT Mandi(Retained from round 4)"
2023,Round 5,CS,686,530,OBC,"IIT KGP CSE(Retained from round 3), IIT roorkee cse"
2023,Round 5,CS,682,543,GEN,"IIT Gandhinagar CSE, IIT Patna CSE"
2023,Round 5,CS,682,543,GEN,IIT gandhinagar
2023,Round 5,CS,682,543,GEN,"IIT Delhi Robotics , IIT Kanpur Cognitive Systems"
2023,Round 5,CS,682,543,OBC,IIT KGP CSE(Retained from round 3 and 4)
2023,Round 5,CS,679,568,GEN,IIT Dhanbad CSE TA
2023,Round 5,CS,671,608,GEN,"IIT Patna CS (retained from previous round), IIT ISM Dhanbaad CS"
2023,Round 5,CS,667,640,GEN,"IIT Indore (CSE TA), IIT Kharagpur (Medical Imaging and Informatics)"
2023,Round 5,CS,667,640,OBC,"IIT Delhi CSE HVA 3yrs, IIT Guwahati CSE TA, IIT Kharagpur embedded controls and software, IIT Ropar AI"
2023,Round 5,CS,667,640,OBC,IIT Guwahati CSE TA
2023,Round 5,CS,664,662,EWS,Iit mandi( from round 3)
2023,Round 5,CS,664,662,GEN,"IIT Patna CSE, IIT Patna AI, IIT RoparAI"
2023,Round 5,CS,660,689,OBC,IIT Delhi MINDS (round 4)
2023,Round 5,CS,660,689,OBC,IIT Guwahati
2023,Round 5,CS,660,689,GEN,IIT Patna AI (Retained from round 4)
2023,Round 5,CS,660,689,OBC,IIT Delhi - computer technology(from round 4)
2023,Round 5,CS,660,689,EWS,"IIT gandhinagar, IIT patna (retained from round 4)"
2023,Round 5,CS,652,744,OBC,"Bhu(iot), IIT Indore TA"
2023,Round 5,CS,649,774,OBC,"IIT BHU IOT, IIT Indore CSE, IIT Roapr CSE"
2023,Round 5,CS,649,774,OBC,IIT Delhi ( CTech)
2023,Round 5,CS,649,774,GEN,IIT Patna AI
2023,Round 5,CS,645,800,GEN,"IIT Tirupati cse, IIT kanpur Unmanned Aerial System , IIT kanpur space science"
2023,Round 5,CS,641,834,OBC,IIT Patna CSE (Retained from round 3)
2023,Round 5,CS,637,860,GEN,IIT Patna Mnc
2023,Round 5,CS,634,905,OBC,IIT Patna (Retained from round 3)
2023,Round 5,CS,630,938,OBC,"Ropar cse, Mandi cse, Goa cse"
2023,Round 5,CS,630,938,GEN,IIT Bhubaneswar CSE
2023,Round 5,CS,626,983,OBC,IIT-ISM DHANBAD CSE (Retained from Round 3)
2023,Round 5,CS,626,983,GEN,"IIT Jammu TA, IIT Bhilai CSE TA(retained from round 4)"
2023,Round 5,CS,626,983,GEN,IIT Bhilai CSE TA (Retained from Round 4)
2023,Round 5,CS,622,1024,GEN,IIT bhilai CS
2023,Round 5,CS,622,1024,EWS,IIT ROPAR AI
2023,Round 5,CS,618,1063,GEN,IIT Jammu CSE (2 Year)
2023,Round 5,CS,618,1063,EWS,IIT Jammu CSE
2023,Round 5,CS,618,1063,EWS,IIT Ropar AI(Artificial Intelligence)
2023,Round 5,CS,607,1169,OBC,IIT GOA CSE
2023,Round 5,CS,607,1169,OBC,IIT ISM Dhanbad CSE
2023,Round 5,CS,603,1210,GEN,IIT Palakkad
2023,Round 5,CS,588,1413,GEN,IIT Bhilai DSAI
2023,Round 5,CS,577,1594,SC,"IIT B Mtech CS TA, IIT K (retained from Round 3)"
2023,Round 5,CS,577,1594,SC,"IIT B CSE TA, IIT K (retained from Round 3)"
2023,Round 5,CS,573,1646,OBC,"IIT Tirupati CSE , IIT Palakkad (Retained from R4)"
2023,Round 5,CS,573,1646,OBC,IIT Jammu cse (2 years)
2023,Round 5,CS,565,1891,OBC,"IIT Palakkad MTCM, IIT Jammu CSE (3 years)"
2023,Round 5,CS,547,2042,OBC,"IIT PATNA M&C, IIT JODHPUR AR VR, -, -, -, -, -, -, -, -"
2023,Round 5,CS,536,2262,OBC,Iit bhilai DSAI
2023,Round 5,CS,532,2337,OBC,IIT Bhillai DSAI
2023,Round 5,CS,513,2729,SC,IITG
2023,Round 5,CS,477,3600,SC,"IIT Ropar AI(from Round 4), IIT Jodhpur (Data and Computational Sciences), IIT Gandhinagar CSE , Didn't apply Dhanbad"
2023,Round 5,CS,461,4161,SC,"IIT bbsr, IIT jammu , IIT bhilai, IIT palakkad , IIT Patna cse"
2023,Round 5,CS,431,5413,SC,IIT Bhubaneswar from Round 4
2023,Round 5,CS,427,5590,ST,IIT KGP
2023,Round 5,CS,389,7592,SC,IIT Patna Mathematics & Computing (MC)
2023,Round 6,CS,791,148,GEN,IIT Madras
2023,Round 6,CS,791,148,GEN,IIT Madras mtech CSE
2023,Round 6,CS,776,186,GEN,IIT HYDERABAD CSE
2023,Round 6,CS,735,299,GEN,"IIT D Computer Technology, IIT Kharagpur CSE, IIT Roorkee CSE"
2023,Round 6,CS,724,339,GEN,IIT ROORKEE CSE
2023,Round 6,CS,720,352,GEN,IIT Guwahati MTech cse
2023,Round 6,CS,720,352,GEN,"IIT Delhi CTech, IIT Guwahati CSE, IIT Guwahati AI, IIT KGP Embedded software, IIT Roorkee CSE"
2023,Round 6,CS,720,352,GEN,"IIT Guwahati CSE (TA), IIT Roorkee AI (TA)"
2023,Round 6,CS,712,384,GEN,IIT G CSE
2023,Round 6,CS,701,448,GEN,"IIT Delhi Cybersecurity, IIT Roorkee Mathematics and Scientific Computing, IIT kgp entrepreneurship"
2023,Round 6,CS,697,460,GEN,"IIT BHU AI, IIT KGP technology innovation and entrepreneurship"
2023,Round 6,CS,694,484,GEN,IIT BHU CSE-AI
2023,Round 6,CS,690,507,GEN,IIT BHU - IOT
2023,Round 6,CS,690,507,EWS,"IIT Kharagpur CSE, IIT Guwahati CSE, IIT Roorkee CSE, IIT Hyderabad NIS"
2023,Round 6,CS,690,507,GEN,IIT Gandhinagar MTECH CS
2023,Round 6,CS,682,543,GEN,"IIT Ropar CS , IIT Kanpur Cognitive Systems"
2023,Round 6,CS,682,543,EWS,"Iit bhu AI, Iit guwahati CSE, iit kgp CSE"
2023,Round 6,CS,679,568,GEN,"IIT Ganghinagar CSE TA, IIT Ropar CSE TA"
2023,Round 6,CS,667,640,EWS,"IITD computer technology , IIT KGP quality and reliability engg"
2023,Round 6,CS,664,662,EWS,"Iit ism CSE, Iit kgp ( qulify and reliability engineering), Iit ropar AI, Iit ropar CS"
2023,Round 6,CS,664,662,OBC,"IIT KGP CSE , IIT Hyderabad cse"
2023,Round 6,CS,664,662,GEN,IIT Patna
2023,Round 6,CS,664,662,GEN,"IIT ROPAR CSE, IIT ISM DHANBAD CSE, IIT MANDI CSE, IIT GOA CSE, IIT INDORE CSE"
2023,Round 6,CS,660,689,GEN,IIT Ropar AI
2023,Round 6,CS,660,689,OBC,"IIT Delhi-Cyber Security, IIT Guwahati-CSE, IIT Guwahati-Robotics and Artificial Intelligence , IIT Hyderabad-CSE, IIT Roorkee-CSE"
2023,Round 6,CS,656,716,OBC,"IIT KGP, IIT G, IIT R"
2023,Round 6,CS,652,744,OBC,"IIT guwahati CSE, IIT Hyderabad cse, IIT Roorkee AI"
2023,Round 6,CS,652,744,GEN,"IIT ISM DHANBAD CSE, IIT BHUBANESWAR CSE"
2023,Round 6,CS,649,774,OBC,IIT Roorkee AI
2023,Round 6,CS,649,774,GEN,"IIT Patna CSE, IIT Ropar AI, IIT Dhanbad DA"
2023,Round 6,CS,645,800,GEN,"ISM data analytics, IIT ropar AI, IIT Patna AI"
2023,Round 6,CS,637,860,OBC,IIT Delhi computer technology
2023,Round 6,CS,634,905,OBC,IIT Delhi (Computer Technology)
2023,Round 6,CS,630,938,GEN,IIT ROPAR AI
2023,Round 6,CS,622,1024,GEN,IIT bhubaneswar CSE TA
2023,Round 6,CS,618,1063,EWS,"IIT Ropar AI, IIT Goa CSE"
2023,Round 6,CS,618,1063,EWS,IIT patna AI
2023,Round 6,CS,607,1169,OBC,"iit patna , iit indore"
2023,Round 6,CS,607,1169,OBC,"IIT Patna CSE, IIT Ropar CSE"
2023,Round 6,CS,604,1200,GEN,IIT Kharagpur Medical Imaging and informatics
2023,Round 6,CS,603,1210,EWS,IIT Jammu 2 yr
2023,Round 6,CS,603,1210,GEN,IIT JAMMU CSE ( 2 Years)
2023,Round 6,CS,600,1267,GEN,IIT Palakkad DS
2023,Round 6,CS,602,1300,GEN,"JAMMU, PALLAKAD, DHANBAD, MANDI, IIIT B, IIIT DELHI"
2023,Round 6,CS,588,1413,OBC,"IIT Goa-cse, IIT jodhpur dcs, IIT Kharagpur-Qualify and Reliability Engineering"
2023,Round 6,CS,588,1413,GEN,IIT Mandi CAIR Robotics
2023,Round 6,CS,573,1646,OBC,Ropar AI
2023,Round 6,CS,570,1716,OBC,"IIT palakkad Data science , IIT Tirupati CSE"
2023,Round 6,CS,565,1891,OBC,"IIT Tirupati CSE, IIT Ropar AI, IIT Mandi Robotics, IIT Jammu CSE"
2023,Round 6,CS,555,1915,GEN,IIT Bhilai DSAI TA
2023,Round 6,CS,547,2042,OBC,"IIT Palakkad MTCM, IIT Ropar AI"
2023,Round 6,CS,540,2176,OBC,IIT Bhilai
2023,Round 6,CS,536,2262,OBC,Iit bhilai CSE
2023,Round 6,CS,536,2262,OBC,IIT Ropar Mtech(AI)
2023,Round 6,CS,532,2337,OBC,"Iit Ropar AI, IIT Jammu (3 years)"
2023,Round 6,CS,513,2729,SC,"IIT KGP CSE, IIT Roorkee CSE, IIT Hyderabad CSE"
2023,Round 6,CS,477,3600,SC,IIT Ropar CSE
2023,Round 6,CS,431,5413,SC,"IIT Patna (AI), IIT Ropar (AI)"
2023,Round 6,CS,352,10445,ST,"IIT BHU IOT, IIT ROORKEE MNC, IIT ROPAR CSE, IIT DHANBAD CSE, IIT MADRAS BIOMEDICAL ENGINEERING"
2023,Round 6,CS,266,21596,PWD,IIT Hyderabad CSE
2023,Round 7,CS,724,339,GEN,"IIT KGP CSE, IIT HYD CSE"
2023,Round 7,CS,709,405,GEN,"IIT Guwahati CSE, IIT Roorkee CS, IIT Guwahati Robotics and AI"
2023,Round 7,CS,682,543,GEN,IIT BHU IOT
2023,Round 7,CS,682,543,GEN,IIT BHU-AI
2023,Round 7,CS,679,568,GEN,IIT BHU CSE IOT TA
2023,Round 7,CS,671,608,EWS,"IIT KHARAGPUR MTECH CSE, IIT HYDERABAD MTECH CSE, IIT GUWAHATI MTECH CSE, IIT ROORKEE MTECH CSE"
2023,Round 7,CS,667,640,GEN,IIT GN CSE
2023,Round 7,CS,664,662,EWS,"Iit gn (gen), Iit bhu AI (EWS)"
2023,Round 7,CS,664,662,EWS,"IIT GUWAHATI ROBOTICS AND AI, IIT BHU AI, IIT KHARAGPUR ENTREPRENEURSHIP"
2023,Round 7,CS,664,662,GEN,"IIT Patna CSE, IIT Indore CSE"
2023,Round 7,CS,660,689,GEN,"IIT GOA CSE, IIT ROPAR CSE"
2023,Round 7,CS,649,774,OBC,"IIT Roorkee CSE, IIT Hyderabad CSE, IIT Guwahati CSE, IIT Guwahati AI, IIT BHU AI, IIT Ropar CSE"
2023,Round 7,CS,649,774,OBC,"IIT roorkee CS, IIT Guwahati CSE, IIT Guwahati AI, IIT Hyd CSE"
2023,Round 7,CS,645,800,OBC,"IIT Guwahati Mtech CSE, IIT Hyderabad Mtech CSE"
2023,Round 7,CS,645,800,GEN,"IIT ROPAR CSE, IIT DHANBAD CSE, IIT PATNA CSE, IIT DELHI CONTROL AND AUTOMATION, IIT KANPUR ROBOTICS , IIT KHARAGPUR QUALITY AND RELIABILITY"
2023,Round 7,CS,637,860,OBC,"IIT G robotics and ai, IITH NIS, IIT BHU CSE IOT"
2023,Round 7,CS,634,905,GEN,IIT patna mnc
2023,Round 7,CS,648,934,GEN,"IIT Delhi Control And Automation , IIT Patna CSE, IIT Dhanbad CSE, IIT Ropar CSE"
2023,Round 7,CS,626,983,GEN,IIT Ropar AI
2023,Round 7,CS,622,1024,EWS,IIT Ism Dhanbad (DA)
2023,Round 7,CS,618,1063,OBC,"IIT Delhi C.Tech , IIT Kanpur MS CYS"
2023,Round 7,CS,618,1063,EWS,"IIT Jodhpur DCS, IIT Patna MnC, IIT Patna AI"
2023,Round 7,CS,592,1349,GEN,IIT Jammu CSE 3 years
2023,Round 7,CS,585,1463,GEN,IIT Jammu CSE
2023,Round 7,CS,573,1646,OBC,IIT Ropar CSE
2023,Round 7,CS,562,1809,EWS,IIT Jammu CSE 2 yr
2023,Round 7,CS,565,1891,OBC,IIT Palakkad DS
2023,Round 7,CS,532,2337,OBC,"IIT Bhilai cs, IIT Goa cs"
2023,Round 7,CS,480,3547,SC,"IIT Roorkee CSE, IIT Guwahati R&AI"
2023,Round 8,CS,640,0,OBC,"IIT G, IIT H"
2023,Round 8,CS,705,428,GEN,"IIT Kharagpur CSE TA, IIT Guwahati CSE TA, IIT Roorkee CSE TA"
2023,Round 8,CS,705,428,GEN,IIT Guwahati Mtech in Robotics and AI
2023,Round 8,CS,697,460,GEN,"IIT Guwahati CSE, IIT Roorkee CSE, IIT KGP Embedded Systems, IIT Guwahati Robotics"
2023,Round 8,CS,690,507,GEN,"IIT Roorkee M.Tech. Applied Mathematics and Scientific Computing, IIT Kharagpur Mtech Industrial Engineering and Management, IIT Hyderabad Mtech Smart Mobility"
2023,Round 8,CS,682,543,GEN,IIT BHU AI
2023,Round 8,CS,679,568,GEN,"IIT Roorkee Applied Mathematics and Scientific Computing, IIT BHU AI"
2023,Round 8,CS,701,578,GEN,IIT Guwahati CSE TA
2023,Round 8,CS,622,622,EWS,"Iit bbsr, Iit ropar ai, Iit ropar ai"
2023,Round 8,CS,660,689,EWS,"IIT BHU AI, IIT Hyderabad CSE, IIT guwahati CSE"
2023,Round 8,CS,660,689,EWS,"IIT DELHI COMPUTER TECHNOLOGY, IIT GUWAHATI CSE, IIT GUWAHATI ROBOTICS AND AI, IIT ROORKEE CSE, IIT BHU CSE-AI, IIT HYDERABAD CSE, IIT HYDERABAD NIS"
2023,Round 8,CS,652,744,EWS,IIT Roorkee AI course
2023,Round 8,CS,649,774,GEN,IITB EE1
2023,Round 8,CS,641,834,EWS,"IIT Roorkee, IIT Dhanbad"
2023,Round 8,CS,641,834,OBC,"IIT BHU CSE (AI), IIT Hyderabad CSE, IIT Guwahati CSE, IIT Kharagpur CSE"
2023,Round 8,CS,637,860,OBC,"IITG CSE, IITR Data Science"
2023,Round 8,CS,634,905,OBC,Iit G robotics & AI.
2023,Round 8,CS,622,1024,EWS,Iit ropar ai
2023,Round 8,CS,622,1024,EWS,IIT dhanbad cse
2023,Round 8,CS,618,1063,EWS,IIT-ISM Dhanbad Data Analytics
2023,Round 8,CS,618,1063,EWS,IIT Dhanbad DA
2023,Round 8,CS,618,1063,OBC,IIT Kharagpur- Embedded controls and software
2023,Round 8,CS,573,1646,OBC,IIT Goa CSE TA
2023,Round 8,CS,566,1768,EWS,IIT Tirupati CSE TA
2023,Round 8,CS,558,1857,EWS,IIT Jammu cse 3 yr
2023,Round 8,CS,547,2042,GEN,IIT BHILAI DSAI TA
2023,Round 8,CS,547,2152,EWS,IIT JAMMU 2 years
2023,Round 8,CS,540,2176,OBC,IIT Tirupati CSE
2023,Round 8,CS,536,2262,OBC,IIT Jammu CS(2 year MTech)
2023,Round 8,CS,525,2501,OBC,IIT Palakkad Computing and mathematics
2023,Round 8,CS,517,2718,OBC,"IIT BHILAI CSE, IIT JAMMU CSE (2 YEAR)"
2023,Round 8,CS,512,2799,OBC,IIT Bhilai CSE
2023,Round 9,CS,694,484,GEN,"IIT GUWAHATI ROBOTICS AND AI , IIT Roorkee cse"
2023,Round 9,CS,682,543,GEN,IIT Kharagpur Embedded Controls and Software
2023,Round 9,CS,701,578,GEN,IIT Kharagpur CSE
2023,Round 9,CS,649,774,EWS,IIT guwahati mtech cse
2023,Round 9,CS,634,905,OBC,IIT Guwahati datascience
2023,Round 9,CS,648,934,GEN,IIT Mandi CSE
2023,Round 9,CS,630,938,OBC,IIT KGP CSE
2023,Round 9,CS,626,983,GEN,IIT Ropar
2023,Round 9,CS,622,1024,GEN,"Iit ropar cse, Iit Patna ai"
2023,Round 9,CS,618,1063,EWS,"IIT Patna CSE, IIT Gandhinagar CSE, IIT ropar AI"
2023,Round 9,CS,592,1349,GEN,IIT Jammu CSE (2 years)
2023,Round 9,CS,585,1463,GEN,IIT Bhilai {CSE}
2023,Round 9,CS,573,1646,OBC,IIT Goa CSE TA
2023,Round 9,CS,532,2337,OBC,IIT Tirupati CS
2023,Round 9,CS,525,2501,OBC,"IIT DHANBAD Data analytics, IIT JAMMU CSE"
2023,Round 9,CS,465,4056,OBC,IIT Bhilai DSAI
2023,Round 9,CS,431,5413,SC,"IIT gandhinagar , IIT Mandi"
2022,Round 1,CS,982,4,GEN,"IITB CSE TA, IITM CSE TA, IITD CSE TA, IISc CSA TA"
2022,Round 1,CS,912,23,GEN,"IIT Bombay CSE TA, IISC AI Mtech, IIT Delhi CSE TA, IIT Madras CSE TA"
2022,Round 1,CS,876,49,OBC,"IIT Bombay CSE TA, IISc Banglore CSA, IIT Delhi CSE TA, IIT Madras CSE TA"
2022,Round 1,CS,855,68,GEN,"IITM, IITH, IITK"
2022,Round 1,CS,850,78,OBC,"IIT BOMBAY CSE TA , IISC BANGALORE CSA"
2022,Round 1,CS,846,82,GEN,"IISC CSA, IIT K TA, IIT M TA, IIT KGP RJ"
2022,Round 1,CS,853,95,EWS,"IIT Bombay CSE TA, IIT MADRAS CSE TA"
2022,Round 1,CS,828,110,GEN,"IITM CSE, IISC CSE"
2022,Round 1,CS,820,128,GEN,IIT Guwahati CSE TA
2022,Round 1,CS,820,128,OBC,"IIT BOMBAY CSE TA, IIT KGP, IIT MADRAS, IISC AI"
2022,Round 1,CS,815,141,GEN,"IISc CDS, IIT B(MS TA)"
2022,Round 1,CS,811,149,EWS,"IISc CSA TA, IIT Madras CSE TA, IIT Kanpur CSE TA, IIT Delhi CSE TA, IIT Guwahati CSA TA"
2022,Round 1,CS,802,167,EWS,"iisc banglore csa, iit kanpur, iit madras, iit Guwahati"
2022,Round 1,CS,798,180,GEN,IITB MS by TA
2022,Round 1,CS,793,185,EWS,"IIT Madras, IIT GUWAHATI"
2022,Round 1,CS,793,185,EWS,"IIT M, IIT G"
2022,Round 1,CS,798,206,GEN,IIT KGP INNOVATION TECHNOLOGY AND ENTREPRENEURSHIP
2022,Round 1,CS,784,213,GEN,IIT KGP Medical Imaging and Informatics TA
